company_name,fiscal_year,period_label,currency,accounting_standard,field_name,value,original_label,source,page_number,confidence_score
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_liabilities,285508000000.0,us-gaap:Liabilities,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,106491000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,73733000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,88190000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,66758000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,73733000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,56950000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,95221000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,84768000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,93568000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,83276000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,99507000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,88711000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,99507000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,88711000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,-2177000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,-11221000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,-14264000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,-19154000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,net_income,29578000000.0,us-gaap:NetIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,net_income,24780000000.0,us-gaap:NetIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,net_income,71675000000.0,us-gaap:NetIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,net_income,61110000000.0,us-gaap:NetIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,12359000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,-15552000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,12359000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,-15552000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,-4854000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,-6789000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,-5571000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,-7172000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,-5375000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,-6363000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,-5375000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,-6363000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,106491000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,66796000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,106491000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,total_equity,66796000000.0,us-gaap:StockholdersEquity,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,net_income,71675000000.0,us-gaap:NetIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,net_income,61110000000.0,us-gaap:NetIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_flow_operating,82627000000.0,us-gaap:NetCashProvidedByUsedInOperatingActivities,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_flow_operating,53887000000.0,us-gaap:NetCashProvidedByUsedInOperatingActivities,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,capex,4344000000.0,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,capex,6011000000.0,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_flow_investing,-11054000000.0,us-gaap:NetCashProvidedByUsedInInvestingActivities,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_flow_investing,12709000000.0,us-gaap:NetCashProvidedByUsedInInvestingActivities,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_flow_financing,-61935000000.0,us-gaap:NetCashProvidedByUsedInFinancingActivities,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_flow_financing,-68377000000.0,us-gaap:NetCashProvidedByUsedInFinancingActivities,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,net_income,29578000000.0,us-gaap:NetIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,net_income,24780000000.0,us-gaap:NetIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,net_income,71675000000.0,us-gaap:NetIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,net_income,61110000000.0,us-gaap:NetIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,eps,2.02,us-gaap:EarningsPerShareBasic,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,eps,1.65,us-gaap:EarningsPerShareBasic,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,eps,4.87,us-gaap:EarningsPerShareBasic,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,eps,4.06,us-gaap:EarningsPerShareBasic,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,29740000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,6588000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,6588000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,2935000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,2923000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,2987000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,399000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,9244000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,45572000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,28267000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,5272000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,5272000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,1190000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,251000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,904000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,50000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,2395000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,cash_and_equivalents,35934000000.0,us-gaap:CashAndCashEquivalentsAtCarryingValue,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,19373000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,13052000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,9189000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,3839000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,4127000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,-13695000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,35885000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,16774000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,10316000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,6626000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,3434000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,2986000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,-10547000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,29589000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,43326000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,30842000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,20981000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,8452000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,9813000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,-26677000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,86737000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,38283000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,24923000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/aapl-20260328.htm,2026,FY2026,USD,US_GAAP,operating_income,14786000000.0,us-gaap:OperatingIncomeLoss,XBRL,,
